DonorId,FiscalYear,FundType,PaidAmt,PledgeAmt,PledgePaidDate,PooledFundId
163,2018,CBPF,0,3045685,06-2018,105
163,2018,CBPF,0,1015228,06-2018,73
180,2018,CBPF,0,2339,06-2018,1
180,2018,CBPF,0,10823,06-2018,18
180,2018,CBPF,0,887,06-2018,27
183,2018,CBPF,0,6619590,06-2018,87
183,2018,CBPF,0,17335869,06-2018,88
183,2018,CBPF,0,2663357,07-2016,18
22,2018,CBPF,0,1703764,07-2017,18
22,2018,CBPF,0,3407529,07-2017,27
22,2018,CBPF,0,3412969,07-2017,49
22,2018,CBPF,0,1706484,07-2017,51
22,2018,CBPF,0,1706484,07-2017,55
22,2018,CBPF,0,2275312,07-2017,72
22,2018,CBPF,0,4543372,07-2017,88
22,2018,CBPF,0,8248009,07-2017,91
22,2018,CBPF,0,8248009,07-2017,108
22,2018,CBPF,0,4550625,07-2017,105
22,2018,CBPF,0,2730375,07-2017,73
22,2018,CBPF,0,1740578,07-2018,27
35,2018,CBPF,0,3012048,07-2018,91
35,2018,CBPF,0,753012,07-2018,108
64,2018,CBPF,0,2314814,07-2018,108
86,2018,CBPF,0,1736111,07-2018,36
100,2018,CBPF,0,5000000,07-2018,105
124,2018,CBPF,0,9173726,07-2018,88
129,2018,CBPF,0,4604665,07-2018,88
162,2018,CBPF,0,1668305,07-2018,1
162,2018,CBPF,0,2224446,07-2018,36
162,2018,CBPF,0,778556,07-2018,51
162,2018,CBPF,0,3559054,07-2018,88
162,2018,CBPF,0,667334,07-2018,91
162,2018,CBPF,0,778556,07-2018,108
163,2018,CBPF,0,1502088,07-2018,18
163,2018,CBPF,0,501504,07-2018,55
180,2018,CBPF,0,100158,07-2018,87
180,2018,CBPF,0,142709,07-2018,88
180,2018,CBPF,0,3491,07-2018,80
183,2018,CBPF,0,6411624,07-2018,27
183,2018,CBPF,0,10471204,07-2018,36
183,2018,CBPF,0,6411624,07-2018,80
184,2018,CBPF,0,14750000,07-2018,36
184,2018,CBPF,0,10000000,07-2018,49
184,2018,CBPF,0,1250000,07-2018,67
67,2018,CBPF,0,12571428,08-2018,36
67,2018,CBPF,0,10285714,08-2018,105
86,2018,CBPF,0,2341920,08-2018,72
88,2018,CBPF,0,585480,08-2018,51
129,2018,CBPF,0,2162256,08-2018,1
162,2018,CBPF,0,2315744,08-2018,87
163,2018,CBPF,0,1006036,08-2018,36
183,2018,CBPF,0,5674884,08-2018,18
183,2018,CBPF,0,1314060,08-2018,91
183,2018,CBPF,0,32851511,08-2018,108
183,2018,CBPF,0,3076923,09-2015,74
35,2018,CBPF,0,192455,09-2018,67
67,2018,CBPF,0,9189356,09-2018,88
67,2018,CBPF,0,10489510,09-2018,108
67,2018,CBPF,0,2331002,09-2018,73
86,2018,CBPF,0,1167476,09-2018,88
125,2018,CBPF,0,665335,09-2018,67
163,2018,CBPF,0,1013528,09-2018,88
184,2018,CBPF,0,3000000,09-2018,67
184,2018,CBPF,0,5000000,09-2018,105
183,2018,CBPF,0,13265017,10-2017,80
64,2018,CBPF,0,3468208,10-2018,108
67,2018,CBPF,0,6331727,10-2018,18
67,2018,CBPF,0,2339181,10-2018,36
67,2018,CBPF,0,1169590,10-2018,67
67,2018,CBPF,0,13872055,10-2018,87
67,2018,CBPF,0,4029280,10-2018,88
67,2018,CBPF,0,4636226,10-2018,80
88,2018,CBPF,0,584795,10-2018,73
124,2018,CBPF,0,5847953,10-2018,108
129,2018,CBPF,0,1216249,10-2018,91
129,2018,CBPF,0,2554123,10-2018,108
129,2018,CBPF,0,1846608,10-2018,105
129,2018,CBPF,0,1231072,10-2018,73
162,2018,CBPF,0,3184107,10-2018,1
162,2018,CBPF,0,3887593,10-2018,105
162,2018,CBPF,0,1134558,10-2018,73
163,2018,CBPF,0,513347,10-2018,36
163,2018,CBPF,0,500454,10-2018,87
163,2018,CBPF,0,1008407,10-2018,80
183,2018,CBPF,0,11169513,10-2018,49
183,2018,CBPF,0,3888000,10-2018,80
35,2018,CBPF,0,373692,11-2016,49
163,2018,CBPF,0,1001001,11-2017,73
52,2018,CBPF,0,3028770,11-2018,1
67,2018,CBPF,0,568106,11-2018,1
67,2018,CBPF,0,9633050,11-2018,27
67,2018,CBPF,0,9318181,11-2018,49
67,2018,CBPF,0,2840909,11-2018,55
67,2018,CBPF,0,6590909,11-2018,72
67,2018,CBPF,0,8522727,11-2018,108
67,2018,CBPF,0,33522727,11-2018,105
67,2018,CBPF,0,2386363,11-2018,73
86,2018,CBPF,0,3863636,11-2018,36
98,2018,CBPF,0,300000,11-2018,36
98,2018,CBPF,0,1000000,11-2018,72
124,2018,CBPF,0,3409820,11-2018,88
124,2018,CBPF,0,5681818,11-2018,105
129,2018,CBPF,0,5404576,11-2018,88
163,2018,CBPF,0,719965,11-2018,1
163,2018,CBPF,0,794743,11-2018,88
163,2018,CBPF,0,498504,11-2018,105
183,2018,CBPF,0,16071250,11-2018,1
183,2018,CBPF,0,5357142,11-2018,36
183,2018,CBPF,0,19132653,11-2018,105
183,2018,CBPF,0,8945246,12-2015,1
163,2018,CBPF,0,399965,12-2016,1
163,2018,CBPF,0,197238,12-2016,67
162,2018,CBPF,0,2391055,12-2017,27
44,2018,CBPF,0,50000,12-2018,105
49,2018,CBPF,0,11376,12-2018,49
52,2018,CBPF,0,3049245,12-2018,36
52,2018,CBPF,0,2294981,12-2018,49
52,2018,CBPF,0,3043769,12-2018,88
52,2018,CBPF,0,3824969,12-2018,105
64,2018,CBPF,0,364050,12-2018,55
64,2018,CBPF,0,455062,12-2018,105
67,2018,CBPF,0,9903027,12-2018,27
67,2018,CBPF,0,2844141,12-2018,51
67,2018,CBPF,0,7913500,12-2018,88
86,2018,CBPF,0,1137656,12-2018,105
86,2018,CBPF,0,341296,12-2018,73
88,2018,CBPF,0,1706484,12-2018,108
98,2018,CBPF,0,1000000,12-2018,1
98,2018,CBPF,0,200000,12-2018,18
98,2018,CBPF,0,500000,12-2018,27
98,2018,CBPF,0,500000,12-2018,87
98,2018,CBPF,0,800000,12-2018,88
98,2018,CBPF,0,1000000,12-2018,105
129,2018,CBPF,0,936658,12-2018,72
129,2018,CBPF,0,921035,12-2018,87
129,2018,CBPF,0,4097880,12-2018,73
136,2018,CBPF,0,45662,12-2018,105
162,2018,CBPF,0,3204240,12-2018,87
163,2018,CBPF,0,1004016,12-2018,108
183,2018,CBPF,0,30081918,12-2018,27
183,2018,CBPF,0,6002554,12-2018,49
183,2018,CBPF,0,12771392,12-2018,108
35,2019,CBPF,0,365305,01-2019,1
52,2019,CBPF,0,3027802,01-2019,18
52,2019,CBPF,0,3027802,01-2019,87
52,2019,CBPF,0,3796305,01-2019,88
134,2019,CBPF,0,10000,01-2019,105
163,2019,CBPF,0,599965,01-2019,1
13,2019,CBPF,0,3549492,02-2019,87
13,2019,CBPF,0,2839592,02-2019,88
49,2019,CBPF,0,57077,02-2019,105
52,2019,CBPF,0,5353319,02-2019,105
86,2019,CBPF,0,1141552,02-2019,49
86,2019,CBPF,0,5707762,02-2019,105
108,2019,CBPF,0,22831,02-2019,105
129,2019,CBPF,0,1766784,02-2019,72
162,2019,CBPF,0,6526275,02-2019,1
162,2019,CBPF,0,1631568,02-2019,18
162,2019,CBPF,0,8701700,02-2019,27
162,2019,CBPF,0,5169948,02-2019,36
162,2019,CBPF,0,1539984,02-2019,49
162,2019,CBPF,0,1099989,02-2019,51
162,2019,CBPF,0,1649983,02-2019,55
162,2019,CBPF,0,879991,02-2019,67
162,2019,CBPF,0,2254977,02-2019,72
162,2019,CBPF,0,2529974,02-2019,74
162,2019,CBPF,0,3263137,02-2019,87
162,2019,CBPF,0,5438562,02-2019,88
162,2019,CBPF,0,6526275,02-2019,80
162,2019,CBPF,0,2199978,02-2019,91
162,2019,CBPF,0,2199978,02-2019,108
162,2019,CBPF,0,8249917,02-2019,105
162,2019,CBPF,0,2199978,02-2019,73
141,2019,CBPF,0,1000000,03-2018,49
141,2019,CBPF,0,500000,03-2018,55
141,2019,CBPF,0,1000000,03-2018,91
13,2019,CBPF,0,2139800,03-2019,67
35,2019,CBPF,0,2898368,03-2019,27
35,2019,CBPF,0,759878,03-2019,36
35,2019,CBPF,0,759878,03-2019,67
35,2019,CBPF,0,2849544,03-2019,91
35,2019,CBPF,0,949848,03-2019,108
35,2019,CBPF,0,5319148,03-2019,105
52,2019,CBPF,0,1524622,03-2019,55
52,2019,CBPF,0,5336179,03-2019,91
52,2019,CBPF,0,3811556,03-2019,108
61,2019,CBPF,0,56882,03-2019,98
67,2019,CBPF,0,11376564,03-2019,36
67,2019,CBPF,0,1137656,03-2019,49
67,2019,CBPF,0,6825938,03-2019,72
67,2019,CBPF,0,17064846,03-2019,105
86,2019,CBPF,0,3366575,03-2019,18
86,2019,CBPF,0,568828,03-2019,51
86,2019,CBPF,0,2275312,03-2019,55
86,2019,CBPF,0,3378575,03-2019,87
86,2019,CBPF,0,4504775,03-2019,88
86,2019,CBPF,0,3378575,03-2019,80
86,2019,CBPF,0,2844141,03-2019,108
111,2019,CBPF,0,100000,03-2019,105
117,2019,CBPF,0,113765,03-2019,105
162,2019,CBPF,0,1078748,03-2019,98
141,2019,CBPF,0,999960,04-2018,1
15,2019,CBPF,0,20000,04-2019,105
67,2019,CBPF,0,1120158,04-2019,1
67,2019,CBPF,0,5637207,04-2019,18
67,2019,CBPF,0,563697,04-2019,67
67,2019,CBPF,0,11201585,04-2019,87
67,2019,CBPF,0,2254791,04-2019,98
86,2019,CBPF,0,3063973,04-2019,36
98,2019,CBPF,0,2000000,04-2019,105
129,2019,CBPF,0,2769443,04-2019,105
163,2019,CBPF,0,1994017,04-2019,91
163,2019,CBPF,0,3510531,04-2019,105
183,2019,CBPF,0,2617801,04-2019,74
183,2019,CBPF,0,3639010,05-2016,67
183,2019,CBPF,0,6887052,05-2018,36
35,2019,CBPF,0,1442460,05-2019,87
67,2019,CBPF,0,2229654,05-2019,91
67,2019,CBPF,0,3901895,05-2019,108
67,2019,CBPF,0,11148272,05-2019,105
80,2019,CBPF,0,204699,05-2019,55
80,2019,CBPF,0,204699,05-2019,91
93,2019,CBPF,0,322016,05-2019,18
93,2019,CBPF,0,322580,05-2019,91
93,2019,CBPF,0,322580,05-2019,105
98,2019,CBPF,0,1000000,05-2019,1
98,2019,CBPF,0,400000,05-2019,98
124,2019,CBPF,0,5574136,05-2019,49
124,2019,CBPF,0,5574136,05-2019,72
124,2019,CBPF,0,6801130,05-2019,87
124,2019,CBPF,0,5406911,05-2019,91
124,2019,CBPF,0,5183946,05-2019,108
124,2019,CBPF,0,10033444,05-2019,105
129,2019,CBPF,0,2424818,05-2019,87
129,2019,CBPF,0,579904,05-2019,80
129,2019,CBPF,0,6899724,05-2019,91
129,2019,CBPF,0,5749770,05-2019,108
129,2019,CBPF,0,229990,05-2019,98
163,2019,CBPF,0,783545,05-2019,72
163,2019,CBPF,0,499283,05-2019,87
163,2019,CBPF,0,1973730,05-2019,88
184,2019,CBPF,0,5000000,05-2019,36
183,2019,CBPF,0,11567665,06-2018,88
13,2019,CBPF,0,1382170,06-2019,67
13,2019,CBPF,0,1718094,06-2019,87
22,2019,CBPF,0,2203426,06-2019,18
22,2019,CBPF,0,4406852,06-2019,27
22,2019,CBPF,0,3305139,06-2019,88
35,2019,CBPF,0,381133,06-2019,1
35,2019,CBPF,0,762265,06-2019,18
35,2019,CBPF,0,444773,06-2019,74
35,2019,CBPF,0,743926,06-2019,88
67,2019,CBPF,0,11217000,06-2019,27
67,2019,CBPF,0,11060200,06-2019,88
67,2019,CBPF,0,10567297,06-2019,73
86,2019,CBPF,0,3310401,06-2019,27
129,2019,CBPF,0,942706,06-2019,87
129,2019,CBPF,0,4471344,06-2019,88
129,2019,CBPF,0,913763,06-2019,105
162,2019,CBPF,0,3164653,06-2019,87
176,2019,CBPF,0,357142,06-2019,105
22,2019,CBPF,0,1762487,07-2018,27
163,2019,CBPF,0,501504,07-2018,55
22,2019,CBPF,0,4545454,07-2019,49
22,2019,CBPF,0,1136363,07-2019,51
22,2019,CBPF,0,1704545,07-2019,55
22,2019,CBPF,0,3409090,07-2019,72
22,2019,CBPF,0,7954545,07-2019,91
22,2019,CBPF,0,7954545,07-2019,108
22,2019,CBPF,0,5681818,07-2019,105
22,2019,CBPF,0,3977272,07-2019,73
64,2019,CBPF,0,5681818,07-2019,108
86,2019,CBPF,0,1136363,07-2019,72
98,2019,CBPF,0,1000000,07-2019,91
98,2019,CBPF,0,1000000,07-2019,108
109,2019,CBPF,0,397727,07-2019,49
109,2019,CBPF,0,397727,07-2019,67
109,2019,CBPF,0,397727,07-2019,72
109,2019,CBPF,0,397727,07-2019,91
109,2019,CBPF,0,397727,07-2019,105
114,2019,CBPF,0,56818,07-2019,105
124,2019,CBPF,0,3409090,07-2019,108
125,2019,CBPF,0,1338688,07-2019,36
125,2019,CBPF,0,1004016,07-2019,67
129,2019,CBPF,0,993275,07-2019,1
129,2019,CBPF,0,2537063,07-2019,88
162,2019,CBPF,0,211400,07-2019,1
162,2019,CBPF,0,2694255,07-2019,36
162,2019,CBPF,0,1616553,07-2019,72
162,2019,CBPF,0,2694255,07-2019,91
162,2019,CBPF,0,2155404,07-2019,108
163,2019,CBPF,0,663254,07-2019,18
163,2019,CBPF,0,3053304,07-2019,80
183,2019,CBPF,0,17497023,07-2019,1
183,2019,CBPF,0,7576440,07-2019,18
183,2019,CBPF,0,6345177,07-2019,36
183,2019,CBPF,0,8248730,07-2019,49
183,2019,CBPF,0,2030456,07-2019,91
183,2019,CBPF,0,6345177,07-2019,108
93,2019,CBPF,0,127652,08-2018,18
88,2019,CBPF,0,2237136,08-2019,91
129,2019,CBPF,0,505845,08-2019,98
158,2019,CBPF,0,1672240,08-2019,91
158,2019,CBPF,0,557413,08-2019,105
158,2019,CBPF,0,668896,08-2019,73
163,2019,CBPF,0,1008064,08-2019,36
183,2019,CBPF,0,9639397,08-2019,80
184,2019,CBPF,0,3000000,08-2019,18
184,2019,CBPF,0,4500000,08-2019,67
184,2019,CBPF,0,1000000,08-2019,98
35,2019,CBPF,0,379939,09-2019,49
35,2019,CBPF,0,949848,09-2019,91
35,2019,CBPF,0,949848,09-2019,108
67,2019,CBPF,0,11061946,09-2019,105
100,2019,CBPF,0,2000000,09-2019,105
108,2019,CBPF,0,110619,09-2019,98
109,2019,CBPF,0,387168,09-2019,18
109,2019,CBPF,0,387168,09-2019,27
109,2019,CBPF,0,387168,09-2019,88
129,2019,CBPF,0,1009709,09-2019,27
135,2019,CBPF,0,504032,09-2019,98
163,2019,CBPF,0,813008,09-2019,67
163,2019,CBPF,0,526280,09-2019,87
163,2019,CBPF,0,1006036,09-2019,108
183,2019,CBPF,0,4856188,09-2019,87
183,2019,CBPF,0,6167250,09-2019,80
184,2019,CBPF,0,4750000,09-2019,36
184,2019,CBPF,0,5000000,09-2019,80
184,2019,CBPF,0,5000000,09-2019,105
183,2019,CBPF,0,13340159,10-2017,80
50,2019,CBPF,0,423011,10-2019,36
52,2019,CBPF,0,5147550,10-2019,1
52,2019,CBPF,0,4102564,10-2019,36
52,2019,CBPF,0,4087791,10-2019,87
52,2019,CBPF,0,4395604,10-2019,105
67,2019,CBPF,0,1094091,10-2019,67
67,2019,CBPF,0,3337905,10-2019,80
67,2019,CBPF,0,908096,10-2019,105
86,2019,CBPF,0,59716,10-2019,80
98,2019,CBPF,0,300000,10-2019,80
162,2019,CBPF,0,1020304,10-2019,55
162,2019,CBPF,0,1029162,10-2019,80
163,2019,CBPF,0,504032,10-2019,108
183,2019,CBPF,0,10017984,10-2019,27
183,2019,CBPF,0,2448679,10-2019,88
183,2019,CBPF,0,2463054,10-2019,91
183,2019,CBPF,0,8620689,10-2019,108
183,2019,CBPF,0,20935960,10-2019,105
163,2019,CBPF,0,1001001,11-2017,73
183,2019,CBPF,0,38265306,11-2018,105
67,2019,CBPF,0,1112949,11-2019,1
67,2019,CBPF,0,2222222,11-2019,51
67,2019,CBPF,0,2777777,11-2019,55
67,2019,CBPF,0,2230536,11-2019,87
67,2019,CBPF,0,3352543,11-2019,88
67,2019,CBPF,0,7777777,11-2019,108
67,2019,CBPF,0,2222222,11-2019,105
67,2019,CBPF,0,1923153,11-2019,73
86,2019,CBPF,0,333333,11-2019,36
98,2019,CBPF,0,200000,11-2019,18
98,2019,CBPF,0,200000,11-2019,87
98,2019,CBPF,0,500000,11-2019,88
98,2019,CBPF,0,500000,11-2019,80
109,2019,CBPF,0,388888,11-2019,98
111,2019,CBPF,0,10000,11-2019,36
111,2019,CBPF,0,100000,11-2019,49
111,2019,CBPF,0,10000,11-2019,72
124,2019,CBPF,0,2888888,11-2019,105
129,2019,CBPF,0,2204206,11-2019,87
129,2019,CBPF,0,873029,11-2019,88
162,2019,CBPF,0,2607417,11-2019,1
162,2019,CBPF,0,2190230,11-2019,87
162,2019,CBPF,0,1042966,11-2019,88
163,2019,CBPF,0,1052784,11-2019,87
183,2019,CBPF,0,51970800,11-2019,1
183,2019,CBPF,0,19663800,11-2019,27
183,2019,CBPF,0,10038610,11-2019,36
162,2019,CBPF,0,2408896,12-2017,27
13,2019,CBPF,0,3749330,12-2018,1
67,2019,CBPF,0,10238907,12-2018,108
158,2019,CBPF,0,284414,12-2018,72
184,2019,CBPF,0,3000000,12-2018,80
52,2019,CBPF,0,2242822,12-2019,73
64,2019,CBPF,0,5797579,12-2019,108
67,2019,CBPF,0,995606,12-2019,1
67,2019,CBPF,0,7877970,12-2019,108
67,2019,CBPF,0,550055,12-2019,98
86,2019,CBPF,0,330033,12-2019,73
88,2019,CBPF,0,550055,12-2019,36
88,2019,CBPF,0,550055,12-2019,49
88,2019,CBPF,0,550055,12-2019,51
88,2019,CBPF,0,1100110,12-2019,55
88,2019,CBPF,0,550055,12-2019,73
91,2019,CBPF,0,400000,12-2019,91
93,2019,CBPF,0,133332,12-2019,18
93,2019,CBPF,0,128700,12-2019,91
93,2019,CBPF,0,193050,12-2019,105
98,2019,CBPF,0,200000,12-2019,36
98,2019,CBPF,0,500000,12-2019,72
124,2019,CBPF,0,7793443,12-2019,27
124,2019,CBPF,0,7793443,12-2019,88
124,2019,CBPF,0,2226698,12-2019,80
129,2019,CBPF,0,546294,12-2019,1
129,2019,CBPF,0,2179836,12-2019,72
129,2019,CBPF,0,2942779,12-2019,91
129,2019,CBPF,0,2942779,12-2019,108
129,2019,CBPF,0,1089918,12-2019,73
162,2019,CBPF,0,2085288,12-2019,91
162,2019,CBPF,0,2085288,12-2019,108
163,2019,CBPF,0,1331331,12-2019,91
163,2019,CBPF,0,845845,12-2019,105
163,2019,CBPF,0,2002002,12-2019,73
183,2019,CBPF,0,15444015,12-2019,91
183,2019,CBPF,0,36036036,12-2019,108
163,2020,CBPF,0,1099950,01-2019,1
35,2020,CBPF,0,381970,01-2020,49
35,2020,CBPF,0,2234530,01-2020,91
35,2020,CBPF,0,744843,01-2020,108
52,2020,CBPF,0,4462703,01-2020,88
80,2020,CBPF,0,205829,01-2020,55
80,2020,CBPF,0,205829,01-2020,91
52,2020,CBPF,0,2940424,02-2020,87
52,2020,CBPF,0,2172063,02-2020,80
86,2020,CBPF,0,3230376,02-2020,18
86,2020,CBPF,0,1102535,02-2020,49
86,2020,CBPF,0,5512679,02-2020,105
93,2020,CBPF,0,261780,02-2020,91
93,2020,CBPF,0,327225,02-2020,105
129,2020,CBPF,0,8348693,02-2020,108
162,2020,CBPF,0,4870971,02-2020,36
162,2020,CBPF,0,1036376,02-2020,49
162,2020,CBPF,0,1554565,02-2020,51
162,2020,CBPF,0,1554565,02-2020,55
162,2020,CBPF,0,829101,02-2020,67
162,2020,CBPF,0,4145507,02-2020,91
162,2020,CBPF,0,4145507,02-2020,108
162,2020,CBPF,0,518188,02-2020,98
162,2020,CBPF,0,2072753,02-2020,73
163,2020,CBPF,0,2061855,02-2020,108
183,2020,CBPF,0,19633507,02-2020,108
35,2020,CBPF,0,1163636,03-2020,67
35,2020,CBPF,0,5090909,03-2020,105
52,2020,CBPF,0,5149330,03-2020,108
86,2020,CBPF,0,551025,03-2020,1
86,2020,CBPF,0,3306279,03-2020,27
86,2020,CBPF,0,3088235,03-2020,36
86,2020,CBPF,0,1696832,03-2020,55
86,2020,CBPF,0,2213503,03-2020,88
86,2020,CBPF,0,2828054,03-2020,108
93,2020,CBPF,0,244349,03-2020,18
124,2020,CBPF,0,5090497,03-2020,72
124,2020,CBPF,0,3846153,03-2020,91
124,2020,CBPF,0,8031674,03-2020,108
162,2020,CBPF,0,5808066,03-2020,1
162,2020,CBPF,0,1502086,03-2020,18
162,2020,CBPF,0,7009735,03-2020,27
162,2020,CBPF,0,2074688,03-2020,72
162,2020,CBPF,0,3504867,03-2020,87
162,2020,CBPF,0,4956884,03-2020,88
162,2020,CBPF,0,5507649,03-2020,80
162,2020,CBPF,0,8195020,03-2020,105
163,2020,CBPF,0,1031991,03-2020,72
183,2020,CBPF,0,2315653,03-2020,49
183,2020,CBPF,0,9333469,03-2020,88
183,2020,CBPF,0,21699128,03-2020,80
13,2020,CBPF,0,5664718,04-2020,1
13,2020,CBPF,0,4089790,04-2020,67
13,2020,CBPF,0,1262122,04-2020,87
13,2020,CBPF,0,2522590,04-2020,88
22,2020,CBPF,0,9308678,04-2020,27
22,2020,CBPF,0,2190277,04-2020,88
31,2020,CBPF,0,54585,04-2020,105
35,2020,CBPF,0,501073,04-2020,98
61,2020,CBPF,0,55187,04-2020,98
67,2020,CBPF,0,5433844,04-2020,88
86,2020,CBPF,0,1091703,04-2020,72
86,2020,CBPF,0,3239643,04-2020,87
86,2020,CBPF,0,3190776,04-2020,80
86,2020,CBPF,0,331125,04-2020,73
98,2020,CBPF,0,200000,04-2020,36
98,2020,CBPF,0,300000,04-2020,67
98,2020,CBPF,0,500000,04-2020,72
98,2020,CBPF,0,1000000,04-2020,91
98,2020,CBPF,0,1000000,04-2020,108
98,2020,CBPF,0,400000,04-2020,98
98,2020,CBPF,0,2000000,04-2020,105
98,2020,CBPF,0,300000,04-2020,73
124,2020,CBPF,0,4311804,04-2020,1
124,2020,CBPF,0,1857821,04-2020,18
124,2020,CBPF,0,6467706,04-2020,27
124,2020,CBPF,0,6060341,04-2020,87
124,2020,CBPF,0,7786551,04-2020,88
124,2020,CBPF,0,4311804,04-2020,80
129,2020,CBPF,0,473126,04-2020,36
129,2020,CBPF,0,1419379,04-2020,72
129,2020,CBPF,0,7507068,04-2020,91
129,2020,CBPF,0,473126,04-2020,98
129,2020,CBPF,0,1892505,04-2020,105
129,2020,CBPF,0,946252,04-2020,73
163,2020,CBPF,0,2585315,04-2020,105
163,2020,CBPF,0,1034126,04-2020,73
183,2020,CBPF,0,6149194,04-2020,80
183,2020,CBPF,0,10000000,04-2020,91
183,2020,CBPF,0,10000000,04-2020,108
183,2020,CBPF,0,8264462,05-2018,36
163,2020,CBPF,0,499991,05-2019,87
22,2020,CBPF,0,4343105,05-2020,49
22,2020,CBPF,0,2171552,05-2020,55
22,2020,CBPF,0,5428881,05-2020,72
22,2020,CBPF,0,7600434,05-2020,91
22,2020,CBPF,0,7600434,05-2020,108
22,2020,CBPF,0,5428881,05-2020,105
22,2020,CBPF,0,4343105,05-2020,73
31,2020,CBPF,0,54288,05-2020,98
35,2020,CBPF,0,1150391,05-2020,1
35,2020,CBPF,0,718994,05-2020,18
35,2020,CBPF,0,359497,05-2020,27
35,2020,CBPF,0,1722900,05-2020,36
35,2020,CBPF,0,358937,05-2020,67
35,2020,CBPF,0,646087,05-2020,72
35,2020,CBPF,0,717875,05-2020,74
35,2020,CBPF,0,1078492,05-2020,87
35,2020,CBPF,0,647095,05-2020,88
35,2020,CBPF,0,647095,05-2020,80
35,2020,CBPF,0,502512,05-2020,98
49,2020,CBPF,0,12500,05-2020,51
49,2020,CBPF,0,12500,05-2020,55
49,2020,CBPF,0,12500,05-2020,91
49,2020,CBPF,0,12500,05-2020,73
64,2020,CBPF,0,4343105,05-2020,108
67,2020,CBPF,0,2166776,05-2020,1
67,2020,CBPF,0,3242607,05-2020,18
67,2020,CBPF,0,4884547,05-2020,27
67,2020,CBPF,0,3257328,05-2020,36
67,2020,CBPF,0,5211726,05-2020,49
67,2020,CBPF,0,2171552,05-2020,51
67,2020,CBPF,0,2714440,05-2020,55
67,2020,CBPF,0,1085776,05-2020,67
67,2020,CBPF,0,5428881,05-2020,72
67,2020,CBPF,0,1085776,05-2020,74
67,2020,CBPF,0,4323476,05-2020,80
67,2020,CBPF,0,1628664,05-2020,91
67,2020,CBPF,0,23887079,05-2020,108
67,2020,CBPF,0,2714440,05-2020,98
67,2020,CBPF,0,6514657,05-2020,73
80,2020,CBPF,0,170241,05-2020,73
125,2020,CBPF,0,1219512,05-2020,108
163,2020,CBPF,0,821977,05-2020,18
177,2020,CBPF,0,1000000,05-2020,67
180,2020,CBPF,0,500,05-2020,105
183,2020,CBPF,0,2360248,05-2020,49
183,2020,CBPF,0,2484472,05-2020,51
183,2020,CBPF,0,3105590,05-2020,74
15,2020,CBPF,0,25000,06-2020,105
35,2020,CBPF,0,1580174,06-2020,1
35,2020,CBPF,0,718261,06-2020,18
35,2020,CBPF,0,362844,06-2020,49
35,2020,CBPF,0,1416800,06-2020,87
35,2020,CBPF,0,790087,06-2020,88
35,2020,CBPF,0,1077391,06-2020,80
49,2020,CBPF,0,27593,06-2020,105
52,2020,CBPF,0,4441812,06-2020,91
52,2020,CBPF,0,3701510,06-2020,108
64,2020,CBPF,0,2275312,06-2020,108
67,2020,CBPF,0,1635702,06-2020,1
67,2020,CBPF,0,2724722,06-2020,18
67,2020,CBPF,0,2179778,06-2020,27
67,2020,CBPF,0,5518763,06-2020,36
67,2020,CBPF,0,8216726,06-2020,87
67,2020,CBPF,0,2724722,06-2020,88
67,2020,CBPF,0,1634833,06-2020,80
88,2020,CBPF,0,562718,06-2020,18
88,2020,CBPF,0,562718,06-2020,80
88,2020,CBPF,0,2275312,06-2020,108
94,2020,CBPF,0,50000,06-2020,1
98,2020,CBPF,0,200000,06-2020,18
98,2020,CBPF,0,500000,06-2020,27
98,2020,CBPF,0,300000,06-2020,87
98,2020,CBPF,0,500000,06-2020,88
98,2020,CBPF,0,300000,06-2020,80
114,2020,CBPF,0,33112,06-2020,105
125,2020,CBPF,0,1134889,06-2020,36
125,2020,CBPF,0,1134889,06-2020,67
129,2020,CBPF,0,4995135,06-2020,88
129,2020,CBPF,0,2091756,06-2020,80
129,2020,CBPF,0,317863,06-2020,98
129,2020,CBPF,0,1059546,06-2020,105
163,2020,CBPF,0,1020047,06-2020,88
163,2020,CBPF,0,2125398,06-2020,91
163,2020,CBPF,0,501504,07-2018,55
183,2020,CBPF,0,16478390,07-2019,1
183,2020,CBPF,0,6282413,07-2019,18
35,2020,CBPF,0,729927,07-2020,51
35,2020,CBPF,0,1094890,07-2020,91
52,2020,CBPF,0,2254621,07-2020,55
67,2020,CBPF,0,2239641,07-2020,36
67,2020,CBPF,0,1343784,07-2020,49
67,2020,CBPF,0,559910,07-2020,67
67,2020,CBPF,0,3919372,07-2020,72
67,2020,CBPF,0,6718924,07-2020,73
108,2020,CBPF,0,55991,07-2020,105
111,2020,CBPF,0,100000,07-2020,105
129,2020,CBPF,0,1004571,07-2020,1
129,2020,CBPF,0,2911583,07-2020,87
134,2020,CBPF,0,10000,07-2020,105
162,2020,CBPF,0,5342451,07-2020,108
163,2020,CBPF,0,1062699,07-2020,49
183,2020,CBPF,0,12217059,07-2020,1
163,2020,CBPF,0,504032,08-2019,36
61,2020,CBPF,0,58598,08-2020,80
64,2020,CBPF,0,3533568,08-2020,108
67,2020,CBPF,0,2352941,08-2020,36
67,2020,CBPF,0,2941176,08-2020,49
67,2020,CBPF,0,1176470,08-2020,51
